URL,CORS Issues
https://123moviesfreetv.com/,No major CORS issues found
https://cors-anywhere.herokuapp.com/,GET,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,POST,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,PUT,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,DELETE,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,OPTIONS,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,GET,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,POST,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,PUT,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,DELETE,*,,High,HIGH RISK: Any website can access this API.
https://cors-anywhere.herokuapp.com/,OPTIONS,*,,High,HIGH RISK: Any website can access this API.
